name,summary
Hotel Joke - Astotel,"Hotel Joke Astotel is close to the Moulin Rouge and Pigalle district. Free drinks and snacks are provided every day. The hotel is situated to get to all the popular attractions in the city. The staff are very friendly and - Enjoyable experience. The room was super clean and the staff were very kind. Hotel Joke is a cute hotel on a very Parisian hood. It's also very central with a a metro around the corner. The rooms are tiny but they are clean. The decor is fun. Skip breakfast, it isn't worth it. The coffee all day at the lobby and the possibility to enter any Astotel to have coffee is a big plus. otel situated half way between Monmartre and the Seine with plenty of metro options to get about Paris. Small rooms but very cosy and clean. All basic amenities included. It offers a “free snack bar” from 2pm to 2am either croissants, coffee and tea. Hotel Joke is located in the perfect location. Super close to city centre and metro station. Free softdrinks in cooler in rooms. Snacks, teas, coffees and water all complimentary every afternoon. Location is very good near metro and Moulin Rouge. Hotel Joke is located near Montmarte and is close to the Moulin Rouge. The hotel offers snacks (small cakes, soft drinks, chips) around the clock, nicely laid out in the lobby. The bathroom was spacious and super well-appointed. The location of the hotel is PERFECT. The staff was incredibly friendly and accommodating. The Joke Hotel is two steps from the Moulin Rouge, the metro and the bus stop. The hotel is clean and the staff was very friendly. They have a great breakfast and snacks throughout the day. The room was spacious and decorated so cute with the spinning wheel above the bed."
Passy Eiffel Hotel,"Hotel Passy Excellence was a highlight for our stay. The ease of the reservation and constant communication made us feel comfortable and stress-less coming so far from home. The views from our window were fantastic of the twinkling tower, the room was very comfortable and clean. Would definitely stay here again. Hotel Passy is located near the Eiffel Tower in Passy, Paris. The hotel is one of the nicest in the city. The rooms have a view of the Tower and are very comfortable. The elevator is tiny but was able to fit us & our luggage. The staff are just wonderful and nothing was too much trouble. The Passé Eiffel is a great hotel in a great location. The room was cozy and quiet. It had a safety deposit box which not all hotels do. The breakfast was nice with a good selection of cereals, breads and meats. The hotel is only five minutes walk from the metro and there was a great restaurant at the end of the block. Hotel rooms were clean and stocked up wth amenities. Honesty Bar that is in the lobby was affordable and very easy to access. The staff was very accommodating and we Would recommend to anyone traveling to Paris that wants to be right in the heart of the city. Hotel is within walking distance to Eiffel Tower, Trocadero and restaurants. Staff are very friendly and helpful and the breakfast is outstanding. Rooms are small similar to many many hotels in Europe. No hot breakfast: yogurt, croissants, some cheese and ham, raw eggs. Hotel de Passy is a delightful, older hotel that has been updated, well located and ideal for our brief overnight stay. I booked a double room that specifically included breakfast for two however, on review of our check-out statement, I discovered that I’d been charge for two breakfasts. I immediately sent the hotel an email bringing this error to their attention, requesting a refund of the amount overcharged, approximately 32 USD."
Best Western Plus La Demeure,"The room was well appointed and surprisingly large, particularly by the standards of Paris hotels. The staff were very welcoming, and small touches such as a gift and chocolates were greatly appreciated. The location is great too, in Saint-Marcel, one minute walk to the station, and the area is nice. La Demeure is in the Latin district of Paris. The hotel has a boutique feel and the staff were very friendly and helpful. The room was good size and a fantastic bed that was about the size of a queen. The Metro was just a short stop away and after using for a week found it to be perfect for getting to every popular stop in Paris. The hotel is located in a nice area within walking distance to a lot of lovely places like Pantheon, Quartier Latin, the Botanic Garden and Canal S:t Martin and Marais. The room was quite small but very nice and clean and we had a lovely view over the rooftops of Paris and the Eiffel Tower in the distance. The staff speaks English well and does everything they can to accommodate you. The breakfast is not to be missed!!! TONS of flavorful local options well beyond the standards. The hotel is located on a street where there are many eateries, bakeries and banks, and a short walk from a Carrefour supermarket. Staff were friendly and helpful. The shower leaked and water was on the floor outside after taking a shower but the shower control was amazing. The room was small but this is Paris. The hotel was small (42 rooms) but cozy with everything you needed. The only downside was, it was quite noisy at night. The room was amazing. Very clean, Great views, bed was comfy. We had the best stay here. Room was very quiet so if you are jetlaged and want to sleep in, best place ever! Food was great and the staff was beyond nice! My first time in Paris was  great and partly due to staying at this hotel 10/10 all around! - John in ParisAn excellent hotel with top class staff. This hotel is in a great location to visit Paris with many locations being within walking distance."
Hotel 34B - Astotel,"Well located hotel close to Grand Boulevards metro station. Staff v helpful at check-in (pre-check in was done online) and check-out and both only took a few minutes. Our triple room was great, split into 2 rooms, also with 2 bathrooms. Mini bar had some courtesy water and soft drinks. Hotel 34B is located in a central location in Paris. The hotel is accessible for people with mobility impairments. The wifi was strong and the room was very quiet, even with the New Year's Eve celebrations. The staff were great--front desk staff, breakfast staff and housekeeping all really wonderful. Hotel 34B is located in central Paris. Free mini bar in the rooms and free breakfast in the morning. The hotel is in a very good area surrounded by restaurants and bars and minutes away from all major sites and shops. The building was built in 1789 and has been updated with all the modern expectations. Hotel 34B is located in the heart of Paris, close to the Metro and bus lines. The hotel is cheerful and the staff very friendly and helpful. The room was very comfortable and the breakfast was excellent. Would definitely recommend.  - Great hotel very central Lovely hotel, has all the amenities. Hotel 34B is located in a central location by metro and bus lines, the room is clean, includes a toilet and a shower, with all the necessary equipment, including a refrigerator with free drinking bottles, a full and varied breakfast 12 euros or 8 euros. For those who check in online and mark a meal, from 14:00 free coffee and cakes until 02:00, the staff is kind and welcoming. Hotel 34BCozy is a French boutique hotel. The rooms are uniquely decorated and not the stale, cookie cutter hotel rooms we usually stay in. The room was small even though we booked a larger room. There is no closet or chest of drawers. There's just - Wonderful Lovely hotel."
Hotel La Comtesse,"The rooms are very nicely appointed and they have a restaurant in the lobby that is quite lovely. The manager and every single staff here were incredibly friendly, professional and accommodating. The location is fantastic and right around the corner from a train station. I loved that it’s not in the super touristy area, but very conveniently located. The view of the Eiffel tower far surpasses any more pricey hotels. The windows were very high quality, and the room was well insulated. The breakfast was really good as well with a lot of different choices. The location is great and very accessible and a great cafe attached. Hotel La Comtesse is a 4Star hotel with a great view of the Eiffel Tower. The rooms are small but very comfortable and above all very clean. The breakfast is worth the money, the room was clean and comfortable and the view was exactly as described. Hotel La Comtesse is located just a short walk from the Eiffel Tower. The hotel has two adjoining rooms for an excellent price. The breakfast is incredible and fresh and the coffee is perfect… Thank you again Daniel and your entire staff for another memorable stay at your beautiful hotel. The service from everyone was first class, thank you Daniel (the Directeur) and all of the staff on the front reception desk. Room was bright and clean and our room( 306) had a great view of the Eiffel Tower. Unfortunately cafe was only open for breakfast being august is a holiday month. Hotel La Comtesse is located in the heart of Paris. The hotel is close to the Eiffel Tower, shopping, cafes and restaurants. Staff were friendly and helpful. Breakfasts were fantastic with lots of delicious choices including fresh squeezed OJ. The location was perfect for a walking exploration of Paris and very close to Rue Cler."
Cler Hotel,"Hotel Cler is in a great location just a five minute walk from the Eiffel Tower. It is located on Rue Cler, which is filled with many shops and restaurants. Breakfast at this hotel was very good and the breakfast staff worked very hard to make sure it was enjoyable for us. The hotel is on one of the most charming streets of the 7th arrondissement with cafes, restaurants, boulangeries, stores, and take way food joints. The hotel is well located for public transportation, shopping, and experiencing the lively city life of Paris. Hotel Cler is located in a great location in the heart of Paris. The hotel is walking distance to the Eiffel Tower and the Rue Cler market. Staff are friendly, helpful and always make guests feel welcome. The rooms and spaces are Euro ‘cosy’ Cler Hotel is in a great location on Rue Cler; a wonderful cobbled street with plentiful restaurants along with cheese shops, chocolate shops, grocery stores (Aldi is here) An ice cream shop, fresh fruit markets right outside the hotel door. Two metro stops are within a 5 minute walk from the hotel: La Tour-Maubourg and L’Ecole-Militaire. The hotel is located in the Rue Cler district and right in the middle of most of what Paris has to offer. The room was clean and had all the amenities we required, the staff was extremely helpful and the front desk is manned 24/7. The street outside the hotel ( mostly pedestrian) had lots of cafes, shops, restaurants, food stalls ( organic) and great people watching spot with a cafe crème. Cler Hotel is walking distance to the Eiffel Tower and numerous bars, cafes and restaurants. The front desk staff is available 24/7 and the location is excellent. We would definitely stay at the Cler Hotel again and recommend it to others. For more information, visit ClerHotel.om."
Hotel Marignan Champs-Elysees,"The hotel is perfectly located near the Champs Elyesses. Rooms are very small and it is quite noisy but overall a good visit. Pricing IMO is too high for this space. You are def paying for location and not to be in the room though… - Great hotel and wonderful customer service. Hotel Marignan Champs-Elysees is located in the heart of Paris. The hotel is in such a great location walking distance to many places. The staff at this hotel made you feel at home like you are family or friends to them. The location is so convenient, the room is generous and nice. Staff were very friendly, rooms were clean, breakfast was delicious. The minimum temperature is set at 19°C, which was a little bit warmer than we like. Location near Arc Triomphe and Eiffel Tower was excellent and our room was very comfy. The hotel has a very nice location, just off the champ élysées avenue so it's great for that. The room we stayed in had a high ceiling, and they had built a ""bathroom"" level in a way, where you took the stairs to that level inside the same room. The food is also very good and the location ist super. The location is fantastic, just by the Champs Elysees, perfect for a stroll. Breakfast and dinner at the hotel was very enjoyable. The hotel ambiance is relaxing with lovely lounge areas and street-side tables. The rooftop terrace was closed for renovation, and we had looked forward to that. The Eiffel Tower suite has an excellent view of the Eiffels Tower. Within walking distance of many things but far enough away from the Champs-Elysees to feel like you are not right in the middle of a tourist spot. The staff at Hotel Marignan were really great at helping us get our vowel renewal event on their rooftop set up. The car service was easily available for our family during our stay. The hotel is in a location where luxury stores are less than a block away. The champs elysee and the arc are at walking distance. Highly recommended for families.  -  - The hotel was a great choice for a family-friendly stay."
Hotel Piapia,"The room was clean and modern with a touch of Parisian flair. The ability to have hot drinks free of charge is a nice touch. The only thing that needs to be improved lies in the breakfast. While the options are fresh, it is exactly the same every single day. The hotel was one metro stop from the main train station, then a 5min walk to hotel. The room was clean and tidy with ample space for unpacking clothes. The shower cubicle was spacious, and good shower with free toiletries. The only mirror is in the bathroom none in the actual room. The Piapia Hotel in Paris was a reasonably priced place to stay in Paris. The hotel is close to metro and has a supermarket and several nice eateries local for the nights we arrived back from Disney and needed to eat. The free water and hot drinks throughout the day was a godsend. Hotel is cozy, in a good location, and staff is very friendly. Noise from hallway can be heard in the rooms, and space is tight if sofa bed is opened. No parking available but there’s a parking garage about a 7 minute walk away. The hotel was recently renovated, so everything is in top condition. Air conditioning also works well, which was a big plus, as the summer weather reached 40 degrees. The staff are the nicest people you can meet. The location is bit far from the central but there's a metro station 200 m from the hotel. The hotel is in a perfect location, out of the hustle and bustle but right next to bus stops and metros that take you anywhere you want to go in around 30 mins. The staff at reception were always very welcoming and helpful. The hotel was very clean and the bed was so comfortable! The location felt very safe and had great transportation links. Would recommend to friends and family!"
Hotel Moliere,"Hotel Molière is located in the heart of Paris. The hotel is a beacon of comfort and style that won't break the bank. The prime location ensures that you're never far from the action, whether it's exploring the museums, the vibrant cityscape or unwinding in a nearby cafe. Hotel Molière is a little gem in the First Arrondissement. It is tucked away on a quiet street just a 10 minute walk from the Louvre and the Seine river. The reception and breakfast room were compact but, in my opinion, added to the hotel's charm. Our premium room was well appointed and immaculately clean; nothing to complain about. Hotel Moliere is centrally located on a quiet street in the First Arrondisement. It is an easy walk to the Louvre, Orsay, and the Tuileries. The front desk is very helpful and cordial. There is a good French bakery, Asian owned, right next door. Hotel Moliere is a boutique hotel in central Paris. Staff are friendly and helpful and the room is very quiet. The bathroom layout with a glass wall that didn't offer much privacy. The windows are not very noise cancelling. Shower was broken and I cut my hand while operating it. Hotel Moliere is just a few minutes walk from the Seine, Louvre and Musee D’Orsay. The rooms are modern and comfortable. The food is wonderful and the view is to die for. The staff are friendly and the spa is great. The hotel is minutes from the Louvre and the Tulleries. The room was tasteful, spacious, spotless, and comfortable. The choice of breakfast options is very limited and guests need to undertake a treasury hunt to discover where is the bread, where are the croissants and pains au chocolate."
citizenM Paris Champs-Elysees,"CitizenM hotel is located in the heart of the city, just a few steps from the Champs Elysees. The rooftop bar had a great view of the Eiffel Tower but no heaters so bring something warm ( they did have a few blankets near entrance) Cafe azur is a few minutes walk away. CitizenM Champs Élysées is just off the Champs-Elysees. It is in walking distance of Arc de Triomphe, Place de la Concorde and Jardin des Tuileries. The rooms are small, but the lounges are comfy with plenty of room to relax. CitizenM is just steps off the Champs-Elysees so pretty much perfect! The Rooftop bar with view of Eiffel Tower at night was a great plus as well! - Amazing place. The service and the team was exceptional and the location was the best as it is in the heart of Paris. CitizenM is in a great location to many high-end stores, as well as the many area attractions. The rooms are small, as others have said, but we didn’t have an issue with ours. The decor is very interesting with lots of artwork around and the lobby/dining areas were a great place to hang out. CitizenM Champs Elysées is a great place and location to stay in Paris. It is within walking distance from one of France's iconic monuments, the Arc de Triomphe. The hotel guests are in for a treat as there are stores for both luxury and quotidian shopping. thing has compared to the staff, location, and quality of stay here. We will absolutely be on the lookout for one of their hotels at our future destinations. The courtyard and the view of the Eiffel Tower was amazing. The hotel was the perfect location to visit all sites by walking or taking the metro."
Hotel du Danube Saint Germain,"Hotel du Danube is located on the Left Bank of Paris. The hotel is located a short walk from the Seine and the Louvre. The staff is available and pay attention to the needs of guests. The toilet is a lovely gem in perfect location. The food at the restaurant was incredible and we loved exploring the chateau. Hotel Danube is a gem of a hotel in the centre of Paris. Situated in the heart of the Latin Quarter, it is the perfect spot to explore the beautiful, quirky and elegant shops of this special corner of Paris, says one reviewer. The hotel is an easy walk to the Louvre and other places of interest. Hotel de Danube is located in the 6th arrondissement of Paris. The hotel has been renovated and the location cannot be beat. The staff are friendly and accommodating. The room is the largest hotel room I've ever seen in Europe. The shower didn't drain correctly, but that wouldn't stop us from booking this hotel. The staff at the hotel were very friendly and accommodating. The rooms are full of character and are very Parisian. The location of the hotel is so central that one can walk everywhere. Breakfast in the courtyard made us feel like we were staying at a very special family home in Paris. The hotel is located in the heart of St-Germain des Pres, walking distance to Le Louvre and Le Musee d'Orsay. The location is perfect for all the major sites, Eiffel Tower, Louvre, Museum de Orsay, Museum Invaldis, Notre Dame. Hotel du Danube is a charming hotel in the sixth arr. It is in the midst of all that St. Germain has to offer - shops, sights, restaurants. The hotel is easy walking distance to the Louvre, the Musee d'orsay, Notre Dame, and more. air conditioning and perfect location. Excellent restaurants and shops close by. Looking forward to our next visit. -    ""Looking forward to your next visit"" -   ""We are looking forward to  your next trip"" - ""I am so excited to see you!"""
Hotel B55,"Remote location, sub par breakfast. WiFi pretty weak. High quality toiletries. While the room is well insulated from the outside, not so from the hallway, of which every noise can be heard. The hotel controls the climate system and the room was way too hot - in December… Breakfast was a chaos everyday. Many things run out all the time., tables were not cleared for a long time. We thought that the pastries were not in par - not for France, not for a 4 stars hotel. Hotel B55 is located close to the Left and Right Bank of Paris. The pool has a limit of four people and operates a booking system. Each room comes with an espresso machine and a wine fridge. The hotel facilities are modern and excellently maintained. The reception staff are fantastic. Hotel B55 is located in a very convenient location. The rooms are very comfortable and the facilities are excellent. The staff are very friendly and the rooms are finished to a high standard. The area is away from the hustle and bustle of central Paris, but alive enough so you feel part of the city. Hotel B55 has a pool, sauna and is close to Montsouris and Cité internationale universitaire de Paris. The hotel is approximately 25 mins away from central Paris attractions by bus or Metro. Hotel staff are the loveliest I have ever encountered in Paris. Hotel De Ville is located in the Latin Quarter of Paris. The hotel is a 10 minute walk from the Glacière metro station. There is no restaurant or bar, but there is a coffee machine and a snack area. Hotel has a sauna that needs to be booked and costs €35 for the duration of your stay. The hotel is in a quiet neighborhood and very unassuming. It is a 10 minute walk to the subway, though there is are a number of buses on the corner. There are plenty of restaurants within walking distance (Pizza San Giovanni is right down the street and has to die for Italian). Hotel B55 Paris is located in a quiet neighborhood near the heart of Paris. The hotel has an indoor pool and bathrobes re provided in room. Free breakfast is included and, for me, the highlight was fresh squeezed orange juice. Rooms were very comfortable, with beautiful bathrooms. Swimming pool and Sauna were small.....but still luxurious. The hotel appears to be very new. The high-tech, eco-friendly ambience worked well. Breakfast was very full by French standards. The rooms are spacious and beautiful with huge beds and smart TVs, with windows opening out onto the street below. The front desk staff are great, they can't do enough to make you feel welcome."
Hotel Europe Saint Severin,"Hotel Europe Saint Severin is located in the Latin quarter of Paris. The hotel lost its 5th star due to very cold temperature and very few and hard-to-reach electrical outlets. Room was very cool-looking, under the rooftop with apparent wood beams. Hotel was small but comfortable clean and quiet. Requested a quiet room and was given a room which opened out to the inner courtyard. Stayed 5 nights solo trip and felt safe. Awesome location, restaurants everywhere, 5 mins to river & Metro, close to Luxembourg Gardens and Notre Dome. Hotel Severin is located in the Latin Quarter of Paris. The hotel is within walking distance of all of Paris' best attractions. Staff discriminated Asian and used French to gossip about you. Hotel has a lift and a good sized lift at that! We didnt have breakfast or dine at property as to many options around to choose from. Hotel ranks as one of the coolest I've ever been in, in terms of unique looks, comfort and location. The room itself with its high stone and wood ceilings, elegant but warm look, bathtub in one end of the main room, and comfortable bed, was superb. The breakfast was tasty, more varied than most, and was held in a small charming restaurant in the hotel ground floor. The hotel is in a great location near Notre Dame, St. Germain de Pres, Ile St. Loius, Luxembourg Gardens, the Marais and the Louvre. The rooms were tidy but much smaller than the photos. The staff were incredible helpful and very accommodating. The hotel is in a historic building so some of the comforts you may be used to won’t be present (like AC) but windows open for airflow, and you can watch the action in the street below. The nightlife in the area is also always on, so keep in mind if you're a light sleeper."
Citadines Tour Eiffel Paris,"Citadines for is located in a great place, close to the Eiffel Tower, Paris Military School, shops, restaurant, and accessible public transportation. The lobby was small but cozy, the decor was pretty modern, it was pretty clean, and the more importantly the front desk agents were really helpful and kind. The rooms are spacious and clean, but what I loved most was the well-stocked kitchenette which included dishes, pots, pans, silverware, and everything you could need in a kitchen! The location is great, just a few steps away from the metro and surrounded by cafes, shops, and restaurants. Citadines Eiffel Tower is an Affordable hotel apartment in Paris city center. Hotel is 100% wheelchair accessible, but you need to call the front desk before arrival to make sure an accessible unit is booked for you. Staff is very helpful welcoming and caring, and the rooms are spotless clean and spacious and have everything you need. The hotel has amazing views of the Eiffel Tower, but the service was terrible. Housekeeping never showed up to clean our rooms. The staff double-charged us. The hotel itself is better suited for longer stays. It is well-within walking distance to major attractions. Citadines Tour Eiffel Paris is a serviced apartment hotel in Paris, France. The hotel is located in a perfect area, but the noise from the subway station is too loud. The rooms are small, so don't expect American style rooms. Housekeeping & towel change are not available. Cecil Hotel Paris is located in the heart of Paris. The hotel has a great location and is close to the metro and the eiffel tower. The rooms are very spacious and the apartment is very clean. The food is very good and the hotel is very cheap. The rooms are a great size and having the apartment style set up is wonderful. The location is wonderful and it is a very easy walk up to the Eiffel Tower. The staff was very helpful, especially Valentina who did our check-in and continued to help us throughout. Citadines is a great place to stay in Paris. The front desk staff is amazing, and the property is very well kept. The studio was very spacious and had all the basics. The hotel is well connected by Metro and Bus and you can get anywhere very quick. The hotel is situated in the midst of town, with convenient shopping, great restaurants and the metro, surprisingly quiet, right at your door. Had a Eiffel tower balcony view room and the view did not disappoint was absolutely amazing and so nice to see everyone from the room or balcony."
Pullman Paris Eiffel Tower Hotel,"The hotel is central to most attractions, and there is a metro station at the end of the street. Staff were very friendly and accommodating, Dinner and breakfast in the restaurant were excellent, high quality and well priced for the area. Terrible New Year’s Eve Event, did not worth the money-not recommended for events this hotel. The room view is sooooo good, recommend to request high floor to not hearing a noise disturb from the road and any smell of cigaratte from ground floor. The shower gel and other liquid wasn't refilled. One night the room door got jammed and the keycard didn't work and the hotel staff acted as if we didn't know how to use the card. The Pullman Paris is located by the Eiffel Tower and has a great view from the 5th floor balcony. The hotel charges deposit and it's hard to get it back into your account when you check-out. The rooms have no temperature control and it is stifling. The front desk staff are not helpful. The Pullman is a good centrally located hotel in Paris. The location is next to the Eiffel Tower, plenty of restaurants and shops in the area. The carpets are filthy an should have been deep cleaned before anyone was assigned this room. There are literal holes in the wall where the toilet dispenser goes. The bathroom was dirty, I had to squish a bug on the floor, and there was an open half-used orange juice in the refrigerator. The only good thing is the breakfast and convenient location. The service is horrible. They did not clean our room and no working phone. The carpeting had so many stains in it, it was disgusting. The Pullman Paris is located in central Paris. The hotel is within walking distance of the Eiffel Tower. The rooms are amazing and the location is central. The views from the rooms of the tower are magnificent. The room is very spacious and the breakfast is excellent. The rooms are some of the largest and modern in Paris. The reception is very slow and the rooms are in need of a little TLC. The hotel was also the meeting point for a number of tours including the Claude Monet Gardens tour and the Versailles Palace. The Australian Embassy was also in the same street. The Eiffel Tower was undoubtedly the highlight of the experience. However, my overall impression was slightly dampened by the lack of friendliness from some of the hotel staff. While not all encounters were negative, there were instances where I felt the staff could have been more accommodating and welcoming."
Hotel Tourisme Avenue,"One night in Paris my family stayed at the Hotel Tourisme Avenue as we had a layover in Paris for 1-night on our way home. The location was great for accessing the Eiffel Tower and there were many restaurants in the area. The hotel was very clean, staff friendly and the room was spotless. e Hotel in the Heart of Paris was wonderful. The location is great near most attractions In Paris. The staff was very nice the rooms were clean and beds were very comfortable. The bathrooms were beautiful. - The photos are not an accurate example of what you are actually booking. Hotel Tourisme Avenue is close to the Eiffel Tower and metro station with 3 lines. Clean rooms, nice and friendly personal. Tons of restaurants to choose from within a block or two. Access to metro right next door. Favourite hotel in Europe. The hotel is in a Superb location, near Eiffel Tower. The restaurant next door was our favorite for onion soup! Walking to the Eiffels at night was safe. Staff was so helpful and kind. Close to the Hop on and Hop off. Coffee in Lobby was a plus!  I would stay here again! - Jessica at the front desk- amazing. Hotel is in a great location, right across the street from a Metro station. The room was small, but very functional. The staff was pleasant and very easy to deal with. There are lots of dining options in the immediate area. We did hear the Metro trains at night but were easily able to sleep through it. The hotel was wonderful, the staff were amazing. The beds were the best I’ve slept in on the trip. The location of the was perfect, we had wonderful walks and the Eiffel Tower was only a short stroll away. Make sure you visit the EIFFel Tower at 10pm, magical! - tourist tripservice."
Grand Hotel Malher,"An amazing, well-located place to stay. Close to the Saint Paul Metro and a shopping area with helpful amenities. Staff at check-in and during our whole stay were friendly, helpful, simply fabulous! Rooms a bit small but very comfortable and clean. A/C worked perfectly!!! Temperatures during our stay in Paris were running 96F/35C. The Grand Mahler is a modern hotel in an old building. The existing footprint is very small and the elevator and rooms match this scale. The bed and sheets are extremely comfortable. The AC works perhaps a bit too well. The hotel could make a few improvements to the room and some communication issues with the staff need to be addressed. in fantastic location. The rooms were spotless and very comfortable (special shout-out for the unusually large bathroom), and there was even excellent air conditioning. Best of all is the truly perfect location, literally a one-minute walk from the St. Paul metro (on line 1, which takes you to many sightseeing points of interest) The hotel is located in the heart of Le Marais, a short pleasant walk to all the hip boutiques, Picasso Museum, great cafes and restaurants, Place de Vosges and Victor Hugo's house. The room is clean, bed and pillows very comfortable( queen sized bed), and bathroom was recently remodeled. GHM is located right next to the Saint-Paul bus (#69) and metro (#1) stops. The shower is AMAZING (a ""rain shower"") and the A/C works well. The WiFi is a little iffy; at times it's very fast, and at others it slows to a crawl. The elevator is very small; it can fit one person with a suitcase. The Grand Hotel Mahler is located in the Marais area of Paris. The hotel is close to the Rue de Rivoli and the Saint Paul metro station. Breakfast is taken in an ancient cellar which like the rest of the hotel is filled with character - Internet is unusable. The hotel is located in the Marais, Paris's chic 3rd arrondissement, just a few blocks from the Place des Vosges and a short work from the Saint Paul metro stop. The rooms are, as one might expect in Parisian budget hotels, small, but the two of us and all our baggage fit in comfortably. WiFi worked well; there is a nice TV (albeit, mostly French-language channels) and a comfortable bed. The room was clean, bedding comfortable, bathroom very nice. Friendly staff and perfectly placed near st paul subway station in the marais. Only thing (totally personal), there are no boiler in the room :( all the rest is perfect for a mid range hotel. Great for a week end in Paris."
The People - Paris Belleville,"The hostel is a great place for young and middle aged travelers. The neighborhood also has a lot to offer. There is a market on the street in front of the building that takes place on Tuesdays and Fridays. The bar downstairs was very cute, rooftop also fun. Nearby Belleville train was convenient. The People hostel is one of the best hotels in Paris. The rooms and washrooms are very clean, the hostel felt safe, check-in and out was efficient, and the staff were friendly. The rooftop terrace has Eiffel Tower & Sacre Coeur views and is perfect for admiring the beauty of Paris. The bed had a curtain and own lamp and power outlet, which made staying comfortable. There was no common kitchen guests could use, but it was ok to eat outside food in the lobby. The rooms have lockers and curtains on the bed which is positive. Location of hostel is quite far out from ‘ attractions’ but there’s a metro station nearby so it doesn’t matter. The People hostel is located in a good area of Paris. The staff is very friendly and the location is very close to metro stations. The shower was one of our favorites of all the hostels we stayed in. The lockers and hooks in the room are also nice but beware that some of the beds have the outlet blocked. The People - Paris Belleville Hostel is a good one. The bed is very comfortable and bathrooms are so clean and good. The rooms are new and clean. The people from reception are amazing. I really recommend it. - lovely and chill place to stay at! The bed and showers were excellent! Super comfortable, and clean. Staff were so kind, helpful, and patient. The downstairs doubles as a bar which had comfy seats and activities going on every night. I had the second shortest bed (still a bottom bunk) and found it slightly difficult to get in. If you have any physical impairment, I would definitely request the shortest bed. The People-Belleville is a great hostel in Paris. The room was clean, the bed was comfortable and the privacy curtains are a nice touch. The rooftop terrace is lovely and a perfect place to meet other travelers. The bar and patio downstairs were perfect also, and they have weekly live jazz music on Thursdays."
Hotel Square Louvois,"The Hotel Square Louvois is located just 10 minutes from the Louvre and Tuileries Garden Christmas Market. The hotel has a gym, afternoon tea, and an option for a breakfast buffet. The spa downstairs has a swimming pool and gym, but the pool is not heated. The hotel was a perfect choice for a Paris Hotel! The staff was great before we arrived (I had numerous questions) and during our stay. The breakfast buffet was lovely. The rooms were clean and elegant. And, only a short walk to the Louvre. There is a nice park across the street, too. It's the best hotel I have stayed at in Paris. The Hotel Square Louvois is a boutique hotel in the heart of Paris. It is located on a quiet street but with plenty of bistros nearby. The hotel is located in a great area and has lots of local shops and amazing restaurants. The rooms are very comfortable and the AC works like a charm. The Square Louvois is a boutique hotel in a great location near the Louvre. The rooms are very clean and comfortable. The pool is small but big enough to swim/float after a long day walking. The staff were wonderful - always friendly and very helpful. The Hotel Square Louvois (HSL) is a great hotel for a city break in Paris. The staff are very friendly and helpful, the rooms are spotless and the breakfast is great. The cellar swimming pool is great and an ideal place to relax after a busy day sightseeing. Hotel Square Louvois is in a great location and within walking distance of most of the sights and attractions in Paris. The hotel itself is tastefully designed and decorated, with decent-sized rooms (for Paris!) and a comfortable bed. Staff were wonderful and they even offer a free afternoon tea. Luxury hotel in the heart of Paris. Close to Louvre and dozens of restaurants. Overpriced but good value for money. Staff were all amazing. Room was small compared to the US, but that is common in Paris. The pool is a super cool area and very unique. Hôtel Louvois is located in the Marais area of Paris. The hotel is located near the Grand Boulevards and the Opéra Garnier. The staff are friendly and helpful. The rooms are stylish and have everything you need to stay in Paris."
Hotel du Printemps,"Hotel is very clean and in a great location close to the metro. Staff are very accommodating and friendly. Location is good for metro and RER, area around Picpus is lovely for breakfast, lunch or dinner. Breakfast in hotel is lovely and good for day ahead of site seeing. Hotel du Printemps has been renovated very well. The rooms are teeny tiny, but seem all very new, sparkling clean and well appointed. Free wifi was not enough to stream any movies, but it worked well for checking email, etc. The breakfast was much more than a typical french breakfast. Hotel is ideally located in zone 1 of Paris with the Metro station ""Nation"" around 650 meters away (well within walking distance) There are numerous eateries nearby but these seemed a bit overprice for the quality of the food they served. Room had a wet room walk-in shower, and WiFi was free with the hotel room booking. The rooms are small compared to North American standards but didn't bother us. The staff were very friendly both day and night staff and kitchen staff. The hotel is very close to the Metro and many places to eat close by. The room was quite small, but we didn't really spend much time there and the bed was comfortable. The Hotel du Printemps is a great value given the convenient location in Paris. The staff was exceptional. The room was cozy and very clean. The location is absolutely wonderful, being near many great restaurants (try Le Cosy and Nona Rita!) and a quick walk to two metro stations. Port hub, in a nice, tranquil neighbourhood. Staff really friendly and helpful. Spotlessly clean, comfortable bed, good heating/air conditioning, strong WiFi, good TV channels, good breakfast. - Best place to stay in ParisBest place one could stay at in Paris! Amazing warm hospitality, cozy rooms, lovely breakfast well connected to metro Picpus and nation, and buses. The room had a private bathroom with great quality regarding shower pressure and temperature. The room was spacious enough, had a functioning TV, a very comfortable bed and a nice overall temperature. All napkins and tablecloths were recycled paper, the food served on the breakfast was all organic, even the shampoos were bio."
